cylinder,seek_distance,deadline,priority,size,type,importance_score
128,27,293,0,282,1,0.219424
23,105,102,0,749,0,0.506857
183,160,190,1,907,0,0.640589
12,171,279,1,950,0,0.627709
91,79,412,1,774,0,0.384317
75,16,421,1,281,0,0.219986
78,3,250,1,994,1,0.367851
195,117,350,0,427,1,0.357331
46,149,263,1,4,1,0.562065
115,69,342,2,379,1,0.501709
43,72,491,2,35,1,0.4052
182,139,48,0,294,1,0.570865
147,35,445,0,548,0,0.147589
82,65,94,0,658,1,0.422781
16,66,466,0,403,0,0.154948
30,14,209,0,953,0,0.282994
48,18,88,0,242,0,0.320864
81,33,27,0,539,0,0.399115
177,96,440,2,915,1,0.550267
23,154,364,1,665,0,0.541988
115,92,216,0,161,1,0.332311
69,46,466,0,269,0,0.102766
9,60,426,0,886,0,0.245495
123,114,92,1,981,1,0.651343
140,17,256,2,174,0,0.450754
191,51,323,1,724,0,0.387499
101,90,335,2,832,1,0.595964
65,36,254,0,79,1,0.203036
170,105,129,2,101,1,0.67148
49,121,121,1,579,0,0.609652
136,87,101,1,112,0,0.521957
188,52,242,2,664,1,0.556149
0,188,280,0,1014,1,0.547842
185,185,472,0,409,1,0.405877
41,144,75,0,869,0,0.54366
96,55,240,0,536,0,0.300315
51,45,314,1,13,0,0.332152
28,23,218,0,827,1,0.30777
140,112,21,1,628,1,0.632453
96,44,339,1,343,1,0.331317
101,5,103,1,794,1,0.400934
96,5,370,1,855,1,0.299184
149,53,141,2,94,0,0.57714
193,44,339,2,298,1,0.466003
102,91,88,1,346,0,0.606492
31,71,311,2,391,1,0.504285
65,34,63,2,67,0,0.555992
99,34,152,1,235,1,0.39593
20,79,383,1,306,0,0.378402
45,25,138,1,254,0,0.420688
40,5,212,1,398,1,0.309009
194,154,219,1,507,0,0.653396
80,114,131,2,984,1,0.753606
175,95,291,0,331,1,0.331957
110,65,155,1,926,1,0.532998
101,9,266,1,437,1,0.332084
187,86,397,1,19,0,0.356923
138,49,377,0,864,1,0.242576
47,91,116,0,465,0,0.447464
56,9,345,1,89,1,0.252245
133,77,382,2,988,0,0.563907
0,133,282,1,204,0,0.496683
30,30,366,1,715,0,0.309603
14,16,212,2,283,1,0.509763
142,128,38,1,246,1,0.692383
88,54,290,2,529,0,0.504897
2,86,453,1,94,1,0.323138
148,146,243,1,907,1,0.639565
131,17,284,2,707,1,0.470592
143,12,338,0,744,0,0.198957
32,111,420,1,960,1,0.458503
174,142,248,0,505,1,0.458125
36,138,162,0,689,1,0.498206
114,78,316,1,288,1,0.395434
111,3,346,1,696,1,0.270867
43,68,336,1,749,0,0.412297
75,32,303,1,829,0,0.372389
10,65,499,1,900,1,0.318099
94,84,138,0,233,1,0.406256
135,41,161,0,752,0,0.353324
61,74,426,1,112,1,0.322093
107,46,94,2,877,0,0.670236
190,83,407,2,417,0,0.463851
46,144,127,0,993,1,0.600794
58,12,336,1,775,1,0.305179
23,35,427,2,100,1,0.368842
108,85,434,1,361,1,0.341294
40,68,304,1,751,1,0.446194
170,130,113,0,505,1,0.524921
58,112,172,0,989,1,0.506576
132,74,356,2,390,1,0.507523
37,95,320,0,969,0,0.337339
64,27,147,0,527,1,0.302886
34,30,288,0,707,1,0.246077
110,76,470,1,900,1,0.360422
5,105,33,1,618,0,0.634617
16,11,284,2,17,0,0.408535
100,84,278,1,1006,1,0.548329
109,9,425,1,924,1,0.317314
65,44,132,1,764,1,0.492586
86,21,93,0,170,0,0.303364
83,3,224,1,948,0,0.372968
151,68,162,2,135,1,0.563878
89,62,444,0,384,0,0.167375
169,80,382,0,1014,0,0.314872
43,126,199,1,111,1,0.555722
39,4,182,0,583,1,0.229644
80,41,11,1,905,0,0.584739
16,64,49,0,356,1,0.40101
134,118,280,2,559,1,0.632275
78,56,330,1,838,1,0.391669
73,5,398,0,376,0,0.09335
106,33,59,0,515,1,0.346942
16,90,84,2,63,0,0.621659
75,59,280,1,968,1,0.493568
194,119,48,2,719,1,0.786658
125,69,419,1,1010,0,0.394403
114,11,224,0,576,1,0.224785
101,13,293,1,267,0,0.303327
93,8,391,2,577,0,0.428814
187,94,252,2,967,1,0.63257
186,1,41,2,1010,0,0.614836
81,105,118,2,70,0,0.653517
184,103,176,2,578,0,0.671782
16,168,85,2,627,1,0.87952
63,47,260,0,632,0,0.297809
60,3,14,1,469,1,0.441062
139,79,76,1,341,1,0.572641
121,18,401,0,659,0,0.134864
94,27,67,2,486,1,0.601552
51,43,20,1,266,1,0.520703
101,50,226,0,588,0,0.316908
53,48,430,1,896,1,0.31516
99,46,125,0,93,0,0.334161
67,32,201,0,564,1,0.299787
177,110,382,0,990,0,0.304409
149,28,455,0,1000,1,0.148745
35,114,153,2,626,0,0.739024
188,153,82,1,672,0,0.731996
131,57,126,0,608,1,0.370627
70,61,405,2,371,0,0.462266
106,36,171,2,936,0,0.585626
39,67,433,1,299,0,0.28719
9,30,249,0,252,1,0.196538
84,75,211,0,513,1,0.383259
156,72,363,2,225,0,0.480053
70,86,491,1,425,0,0.330296
76,6,375,0,970,1,0.179284
198,122,109,2,561,0,0.759066
197,1,165,0,1018,1,0.24238
92,105,60,2,186,0,0.675215
8,84,297,2,210,0,0.523203
135,127,485,2,58,1,0.485218
142,7,160,2,738,0,0.531269
182,40,131,2,955,1,0.632212
189,7,464,2,731,0,0.353214
125,64,19,1,429,0,0.55022
21,104,109,0,430,0,0.437648
49,28,199,1,349,0,0.37937
143,94,469,1,104,1,0.346837
121,22,495,0,203,0,0.019035
87,34,447,0,454,0,0.162535
80,7,421,2,879,1,0.369058
141,61,19,1,29,1,0.527326
84,57,52,1,685,0,0.547091
30,54,447,0,311,0,0.20847
195,165,183,2,362,1,0.805827
69,126,85,2,722,1,0.778212
55,14,270,1,529,0,0.330004
13,42,460,1,951,1,0.299894
93,80,399,0,477,0,0.260897
197,104,212,0,380,0,0.381439
31,166,100,2,29,1,0.764578
48,17,384,1,434,1,0.29767
35,13,49,2,426,0,0.599249
18,17,61,1,106,1,0.396143
120,102,368,2,659,1,0.578908
59,61,96,1,601,0,0.528575
150,91,15,2,407,1,0.738377
80,70,495,2,15,0,0.39073
127,47,260,0,962,1,0.335402
17,110,392,2,506,1,0.557329
65,48,354,2,411,1,0.476097
82,17,412,1,572,1,0.25491
11,71,335,2,997,0,0.554792
83,72,356,2,934,0,0.549513
94,11,257,1,374,0,0.306482
80,14,84,2,964,1,0.616419
100,20,391,0,114,1,0.12514
159,59,244,0,261,0,0.27064
154,5,297,2,9,1,0.403742
2,152,155,2,750,0,0.772256
128,126,412,2,609,1,0.565396
180,52,378,0,719,1,0.248456
174,6,292,0,729,0,0.181499
64,110,94,1,54,0,0.573198
156,92,219,2,522,0,0.644355
160,4,132,2,714,1,0.56428
73,87,300,1,83,1,0.401499
173,100,38,2,734,0,0.754839
126,47,215,2,92,0,0.514955
150,24,490,2,766,1,0.375005
149,1,108,0,554,0,0.287507
156,7,249,2,470,0,0.464974
191,35,238,1,1017,1,0.463589
171,20,433,1,446,1,0.265516
84,87,474,2,139,0,0.442379
112,28,418,2,430,1,0.411191
129,17,296,1,146,0,0.303068
171,42,212,1,771,0,0.439254
78,93,365,1,199,0,0.39224
62,16,30,2,22,1,0.57278
147,85,330,0,836,1,0.326491
190,43,159,1,173,0,0.410469
182,8,233,2,789,1,0.546957
29,153,326,1,911,1,0.588488
183,154,206,1,238,0,0.611836
157,26,151,0,872,0,0.31457
31,126,103,1,241,1,0.627201
1,30,204,2,851,0,0.612001
40,39,12,1,626,0,0.533437
185,145,431,1,90,0,0.423039
150,35,432,1,845,0,0.310848
115,35,341,1,986,0,0.349727
126,11,142,0,75,0,0.250527
82,44,384,0,121,1,0.154706
181,99,297,2,458,0,0.567347
31,150,136,2,860,1,0.809517
62,31,233,2,1020,0,0.566937
40,22,44,0,269,1,0.311558
169,129,59,2,832,0,0.823764
108,61,191,0,270,1,0.321146
136,28,22,1,62,1,0.483565
183,47,435,0,690,1,0.185739
39,144,471,2,714,1,0.599191
192,153,167,0,542,0,0.534216
25,167,184,0,1006,0,0.60396
150,125,386,0,17,0,0.315875
140,10,160,1,485,1,0.433254
165,25,393,0,111,1,0.137839
31,134,47,0,1002,0,0.611868
191,160,268,0,196,0,0.432986
158,33,6,0,828,1,0.422902
22,136,364,2,942,1,0.66196
111,89,363,0,37,0,0.23543
163,52,232,2,409,0,0.522335
95,68,443,1,589,1,0.345587
76,19,334,0,252,0,0.190615
55,21,131,0,595,1,0.318839
103,48,297,2,221,1,0.463348
196,93,226,1,788,1,0.521411
121,75,350,2,176,1,0.48163
144,23,312,2,1005,1,0.497579
155,11,390,1,974,0,0.35301
155,0,87,0,763,0,0.305516
80,75,16,1,90,1,0.540982
153,73,188,0,48,0,0.293818
65,88,40,1,549,1,0.614839
116,51,247,2,246,1,0.539355
60,56,182,0,658,0,0.349189
187,127,324,0,84,1,0.327105
146,41,340,2,205,0,0.448707
116,30,491,0,806,1,0.139894
90,26,10,0,163,1,0.355479
104,14,250,0,610,1,0.269735
155,51,400,0,498,0,0.205194
54,101,132,2,307,1,0.669035
165,111,432,1,983,1,0.477628
56,109,328,1,272,1,0.447476
28,28,249,2,923,0,0.542932
147,119,61,2,447,0,0.787019
141,6,286,0,314,1,0.145516
66,75,7,0,1001,0,0.513659
129,63,159,1,292,0,0.477148
145,16,191,0,955,0,0.326121
157,12,47,1,882,0,0.494327
190,33,39,1,240,1,0.482669
170,20,444,2,241,1,0.359932
87,83,241,2,995,1,0.637956
46,41,50,1,949,1,0.550504
19,27,166,1,787,0,0.4661
114,95,299,0,9,0,0.321718
133,19,447,0,68,1,0.05266
138,5,225,2,158,1,0.467715
1,137,93,2,452,0,0.801819
140,139,243,2,380,0,0.685184
157,17,348,2,568,1,0.424346
144,13,68,2,307,1,0.579462
105,39,317,1,34,1,0.32102
3,102,175,1,525,0,0.585753
97,94,497,2,686,1,0.451247
128,31,221,1,910,0,0.439414
113,15,286,2,238,0,0.499074
114,1,354,1,163,0,0.265243
103,11,404,1,461,1,0.253607
110,7,32,2,558,1,0.593046
64,46,178,0,489,1,0.301923
120,56,10,2,14,0,0.627693
56,64,40,2,525,0,0.694923
98,42,240,0,468,1,0.280822
83,15,205,2,83,1,0.463306
142,59,362,0,514,1,0.282037
178,36,337,0,314,1,0.198774
126,52,461,0,317,1,0.192746
27,99,130,0,719,1,0.479217
133,106,276,0,515,0,0.344814
64,69,73,1,580,1,0.57952
9,55,215,2,92,0,0.509625
38,29,56,1,14,1,0.419928
199,161,457,1,865,1,0.548585
85,114,266,1,988,1,0.555623
40,45,40,0,552,1,0.421193
26,14,170,2,429,0,0.527238
130,104,386,0,931,1,0.315465
152,22,383,2,436,0,0.423741
70,82,374,0,285,1,0.279603
20,50,321,2,997,1,0.565317
70,50,492,2,596,0,0.381281
133,63,469,0,6,1,0.139376
22,111,203,1,794,0,0.56846
53,31,490,0,225,1,0.073395
0,53,344,1,713,1,0.388383
94,94,5,0,561,0,0.520148
34,60,374,1,204,0,0.346698
39,5,121,2,263,0,0.486166
22,17,430,0,312,1,0.075764
146,124,124,2,488,1,0.709404
97,49,242,0,34,0,0.248176
189,92,440,1,659,1,0.38325
79,110,393,1,630,1,0.463911
44,35,70,1,769,0,0.491047
40,4,487,0,549,1,0.046875
190,150,211,1,715,0,0.587259
117,73,267,2,887,1,0.58674
65,52,31,0,718,0,0.42
130,65,19,1,708,0,0.640552
111,19,241,1,988,1,0.400211
22,89,181,1,532,1,0.546434
140,118,24,2,534,1,0.792854
23,117,48,0,718,1,0.552837
39,16,363,1,61,1,0.250685
142,103,296,2,476,0,0.603406
88,54,261,0,168,1,0.240308
44,44,286,1,1024,0,0.451737
13,31,499,1,637,0,0.238109
118,105,233,2,18,1,0.59665
139,21,493,0,203,0,0.065649
40,99,153,0,526,0,0.411732
83,43,393,0,772,1,0.223693
68,15,316,1,1002,1,0.380247
178,110,149,1,12,1,0.526814
158,20,63,1,186,1,0.4042
54,104,60,1,939,0,0.667367
102,48,329,1,105,0,0.325613
184,82,82,0,214,0,0.435602
69,115,312,1,599,1,0.508819
28,41,346,1,893,0,0.366895
59,31,370,2,692,0,0.464803
121,62,71,2,393,1,0.620128
198,77,65,0,1023,1,0.48372
61,137,145,2,483,0,0.752942
11,50,246,1,1024,0,0.472038
36,25,50,0,887,0,0.393231
82,46,247,0,680,1,0.319499
18,64,30,2,771,0,0.717712
6,12,74,1,985,0,0.46401
131,125,197,2,489,1,0.687061
164,33,288,1,663,0,0.351702
46,118,210,1,632,1,0.584481
104,58,355,2,368,0,0.464962
114,10,100,2,9,1,0.514322
133,19,52,0,929,1,0.407004
195,62,460,0,261,1,0.169055
177,18,220,1,662,1,0.397271
63,114,305,2,461,0,0.618641
195,132,360,0,913,0,0.390211
6,189,149,2,463,1,0.834088
192,186,37,0,472,1,0.696299
28,164,418,1,994,1,0.540929
22,6,343,1,229,0,0.250853
23,1,278,0,144,0,0.137748
24,1,434,1,403,1,0.19423
92,68,225,1,473,1,0.456376
128,36,29,0,160,0,0.404354
148,20,376,0,138,1,0.173311
3,145,402,1,564,1,0.486118
59,56,186,1,891,1,0.48942
26,33,103,1,277,0,0.45606
29,3,402,2,332,1,0.372451
149,120,32,2,891,0,0.816772
128,21,7,1,399,0,0.491149
41,87,417,0,501,0,0.257907
60,19,126,0,741,1,0.313763
184,124,394,0,1007,1,0.360533
115,69,267,1,283,1,0.415378
47,68,466,2,898,1,0.468928
186,139,418,1,1000,0,0.521866
39,147,244,1,173,0,0.514725
58,19,373,1,122,0,0.249085
138,80,85,0,593,1,0.450122
102,36,467,1,230,0,0.24055
13,89,459,2,543,1,0.452906
161,148,134,2,210,0,0.732936
45,116,263,0,32,1,0.387329
138,93,461,0,468,1,0.240709
66,72,166,2,400,1,0.616943
150,84,61,1,717,0,0.606417
179,29,490,2,33,0,0.328572
154,25,103,1,408,0,0.481553
184,30,83,0,178,1,0.31131
107,77,236,0,33,1,0.28422
13,94,233,2,691,1,0.655046
107,94,109,0,100,1,0.391923
92,15,441,1,874,0,0.28909
143,51,20,2,122,1,0.662357
49,94,460,1,717,1,0.363948
139,90,321,2,406,0,0.53641
88,51,135,1,577,1,0.48326
134,46,206,1,435,1,0.464351
83,51,44,1,997,1,0.593194
76,7,461,2,838,1,0.384063
42,34,354,0,827,1,0.218713
165,123,491,0,847,0,0.258281
13,152,26,1,981,1,0.764333
47,34,463,0,693,1,0.138935
85,38,417,0,750,1,0.1925
31,54,260,2,487,1,0.504721
183,152,310,0,253,0,0.412482
69,114,157,0,318,1,0.462187
48,21,256,2,714,0,0.499739
50,2,477,1,467,0,0.193942
38,12,407,1,799,1,0.253166
132,94,189,0,719,1,0.421592
96,36,277,0,994,1,0.306134
46,50,192,1,973,1,0.499612
174,128,177,1,459,0,0.62312
131,43,319,2,901,0,0.547894
80,51,211,1,164,1,0.416987
102,22,318,1,372,1,0.312838
131,29,485,2,962,0,0.390016
30,101,56,0,811,1,0.506837
161,131,204,1,259,0,0.538564
51,110,99,1,337,0,0.578257
5,46,37,0,302,1,0.389889
104,99,5,2,96,0,0.709152
175,71,189,0,930,1,0.39306
146,29,53,0,206,0,0.335947
61,85,361,2,554,0,0.552
79,18,174,2,496,0,0.506252
119,40,113,1,71,0,0.439297
46,73,474,1,740,1,0.308869
164,118,315,0,809,0,0.384685
59,105,400,0,711,0,0.312311
43,16,385,0,793,1,0.152416
19,24,117,2,670,1,0.557029
138,119,315,1,726,1,0.519472
5,133,62,0,803,1,0.541851
161,156,268,0,280,1,0.436196
194,33,499,2,656,1,0.347248
22,172,109,0,37,0,0.544583
19,3,361,0,112,1,0.093135
186,167,31,0,551,1,0.630354
24,162,264,2,860,1,0.775585
81,57,67,1,140,0,0.505001
174,93,489,0,541,0,0.198101
27,147,225,0,203,0,0.462955
132,105,477,2,476,1,0.49611
76,56,451,1,1016,0,0.353218
87,11,62,2,334,0,0.613957
186,99,255,0,192,1,0.310576
129,57,319,0,801,0,0.313416
63,66,218,2,610,0,0.566042
186,123,346,2,795,0,0.644666
116,70,225,0,167,0,0.301133
19,97,432,2,765,1,0.542114
78,59,316,1,977,0,0.421613
48,30,251,1,195,0,0.342177
128,80,428,1,792,0,0.402593
172,44,341,2,254,1,0.440544
7,165,138,2,857,0,0.838609
156,149,180,2,639,1,0.807415
183,27,50,0,648,0,0.403753
198,15,203,1,400,1,0.371341
132,66,285,0,983,1,0.340126
62,70,283,0,17,0,0.242773
29,33,396,2,800,0,0.43334
188,159,110,2,67,1,0.811412
82,106,200,2,241,0,0.633696
68,14,397,1,346,1,0.210195
146,78,366,0,940,1,0.293484
143,3,251,1,266,0,0.323127
161,18,395,0,682,1,0.18298
176,15,426,1,120,0,0.163721
175,1,216,0,960,0,0.250826
34,141,394,1,1021,0,0.553292
33,1,116,0,108,0,0.23934
41,8,283,1,75,0,0.298165
125,84,128,2,101,1,0.622375
116,9,345,0,563,0,0.182347
171,55,186,1,217,0,0.462315
168,3,424,0,418,1,0.09007
162,6,456,1,675,1,0.219194
15,147,172,0,926,1,0.559338
139,124,22,2,162,1,0.764182
170,31,365,0,711,1,0.195647
196,26,457,0,266,1,0.084251
68,128,462,0,122,1,0.277002
155,87,119,0,809,1,0.47391
81,74,20,2,890,1,0.754441
32,49,42,1,160,0,0.50539
67,35,252,2,386,1,0.481966
50,17,139,2,6,1,0.461463
182,132,76,1,49,1,0.624201
35,147,103,0,798,1,0.592809
26,9,195,0,553,1,0.252369
115,89,31,1,174,1,0.582299
114,1,415,2,380,0,0.34707
112,2,477,1,58,1,0.129161
29,83,103,0,334,0,0.396703
99,70,289,2,857,0,0.570949
185,86,22,2,738,0,0.738019
17,168,47,2,6,1,0.842515
159,142,145,1,323,0,0.62684
25,134,424,2,527,1,0.572899
46,21,390,0,503,1,0.193019
179,133,356,2,211,0,0.587406
59,120,58,0,835,0,0.545766
104,45,112,2,452,0,0.608231
76,28,295,2,573,1,0.482071
122,46,187,0,898,1,0.381284
81,41,372,0,817,0,0.250624
88,7,278,2,712,1,0.483835
163,75,287,1,790,1,0.444979
110,53,289,0,841,0,0.331985
112,2,467,2,644,0,0.324301
161,49,280,2,478,1,0.489858
85,76,379,0,680,0,0.222693
164,79,245,0,542,1,0.353524
143,21,48,0,993,1,0.405607
176,33,273,1,28,1,0.315257
91,85,428,1,1010,0,0.415266
111,20,381,2,87,1,0.342428
25,86,276,0,907,0,0.372821
22,3,478,2,1013,1,0.358029
21,1,484,1,1013,1,0.22449
126,105,471,2,697,0,0.454765
65,61,492,2,396,0,0.373265
57,8,169,2,51,1,0.488288
120,63,86,1,201,0,0.50065
79,41,223,2,298,0,0.504251
26,53,127,1,302,1,0.440685
111,85,84,2,895,0,0.759094
110,1,328,1,88,1,0.238401
27,83,59,1,335,0,0.548482
53,26,32,1,439,1,0.477119
47,6,96,0,170,0,0.27342
139,92,203,2,95,1,0.594013
49,90,331,2,122,1,0.52922
5,44,494,0,655,0,0.102676
53,48,314,2,881,0,0.526708
93,40,265,2,205,1,0.46409
153,60,151,2,18,0,0.552766
10,143,169,2,1014,0,0.788896
176,166,311,1,820,1,0.605194
66,110,96,1,759,1,0.647323
68,2,43,0,342,1,0.313477
3,65,376,2,380,0,0.476972
55,52,491,2,368,1,0.385613
93,38,465,0,783,1,0.184076
125,32,338,1,584,0,0.352446
153,28,462,0,431,0,0.137523
104,49,380,2,270,0,0.495211
20,84,37,2,175,1,0.723237
78,58,198,1,577,1,0.4756
147,69,42,2,178,1,0.627115
127,20,133,1,983,1,0.443023
116,11,495,2,398,1,0.346533
101,15,413,1,999,0,0.309667
100,1,476,2,525,1,0.35839
198,98,243,1,940,0,0.498868
119,79,113,0,925,0,0.483239
119,0,192,0,785,1,0.266427
67,52,102,2,365,0,0.627189
98,31,482,0,669,1,0.098021
142,44,296,1,832,0,0.391215
171,29,29,0,772,1,0.374333
155,16,162,2,126,1,0.4923
132,23,251,2,744,1,0.500248
155,23,360,1,793,1,0.336275
6,149,448,0,60,0,0.286931
53,47,106,2,404,0,0.597281
48,5,354,1,776,0,0.290614
130,82,404,0,319,1,0.238404
150,20,391,1,659,0,0.327182
29,121,144,1,541,1,0.563158
38,9,172,0,579,1,0.264072
99,61,73,0,803,1,0.458044
193,94,292,0,119,0,0.311684
0,193,174,2,497,0,0.833992
175,175,209,0,184,0,0.494679
38,137,14,1,438,1,0.682734
53,15,472,0,666,1,0.098435
126,73,324,0,814,0,0.307076
145,19,122,0,153,1,0.26297
174,29,38,0,800,1,0.431781
1,173,198,0,175,1,0.537243
9,8,78,0,611,0,0.338643
95,86,98,2,830,0,0.754363
111,16,397,2,545,1,0.406864
52,59,31,1,571,0,0.586038
127,75,255,0,172,1,0.318959
53,74,387,2,788,0,0.51316
186,133,298,1,545,0,0.550236
35,151,70,0,329,0,0.582969
131,96,144,2,99,0,0.5878
106,25,90,0,344,0,0.306478
20,86,486,0,922,1,0.249489
120,100,340,1,876,0,0.539297
29,91,493,1,389,1,0.349
107,78,72,1,583,0,0.598134
127,20,185,1,496,0,0.414169
14,113,180,0,1017,0,0.499168
43,29,395,0,401,0,0.150915
59,16,40,0,230,1,0.346845
185,126,402,0,746,0,0.331846
44,141,236,0,904,0,0.506024
184,140,457,2,458,1,0.576006
106,78,168,1,364,1,0.487921
189,83,431,2,846,1,0.540092
166,23,447,0,374,1,0.092306
58,108,222,0,595,1,0.384385
111,53,449,2,399,0,0.369822
143,32,183,2,78,0,0.512127
15,128,332,2,716,1,0.619643
132,117,467,0,291,1,0.252605
91,41,92,0,113,0,0.341914
7,84,206,1,928,0,0.53492
173,166,31,0,663,1,0.648454
53,120,262,0,72,0,0.366763
174,121,141,1,758,1,0.631866
41,133,52,1,983,1,0.712324
108,67,452,0,601,0,0.231128
74,34,150,1,865,0,0.458215
178,104,366,1,685,0,0.437549
190,12,85,0,815,1,0.361308
154,36,136,0,56,1,0.279581
169,15,45,2,855,1,0.638222
153,16,355,0,783,0,0.205773
58,95,188,2,675,0,0.679879
184,126,451,1,757,0,0.45073
106,78,260,0,105,1,0.304805
68,38,99,2,184,0,0.588174
38,30,390,2,544,0,0.435987
141,103,434,2,479,0,0.514944
55,86,305,1,573,0,0.463169
130,75,348,1,14,0,0.353307
13,117,413,0,204,1,0.272496
126,113,59,0,212,1,0.487026
128,2,120,0,943,1,0.286848
104,24,391,2,966,1,0.42748
131,27,398,0,787,0,0.172036
198,67,98,1,544,1,0.567632
167,31,30,0,704,1,0.426963
87,80,272,2,545,1,0.59347
174,87,142,1,508,1,0.553483
190,16,86,0,612,1,0.279783
32,158,224,2,1015,1,0.767617
71,39,136,1,85,0,0.422065
148,77,478,1,203,1,0.300831
102,46,407,2,652,0,0.460902
26,76,49,1,565,0,0.59734
94,68,481,2,131,0,0.368564
74,20,134,2,267,1,0.512526
147,73,86,2,919,0,0.752136
103,44,80,2,29,1,0.580461
27,76,192,0,546,0,0.315581
9,18,215,1,16,0,0.322246
57,48,452,0,47,0,0.090512
31,26,167,1,987,1,0.463096
175,144,343,1,597,0,0.516196
54,121,50,0,547,1,0.536484
126,72,411,1,732,1,0.353274
25,101,243,0,803,1,0.394593
88,63,291,2,662,1,0.559548
186,98,245,1,814,1,0.526524
128,58,371,2,994,0,0.520095
57,71,316,2,58,0,0.529481
149,92,185,0,569,1,0.349989
100,49,421,2,830,0,0.434092
47,53,58,0,42,1,0.330076
199,152,486,1,492,1,0.443943
187,12,313,2,812,0,0.479342
113,74,56,0,430,0,0.380037
6,107,252,1,125,1,0.504716
82,76,172,2,902,0,0.655571
102,20,30,0,341,0,0.317521
185,83,486,1,901,1,0.3945
146,39,438,0,919,0,0.178849
44,102,285,1,792,1,0.525343
102,58,66,1,294,0,0.562928
35,67,201,0,494,1,0.355872
94,59,360,1,533,0,0.354057
107,13,220,1,388,1,0.345243
101,6,273,1,417,0,0.303055
85,16,422,0,149,1,0.100992
87,2,95,0,981,0,0.379061
159,72,432,2,997,0,0.524883
101,58,489,0,492,1,0.185047
8,93,151,2,5,0,0.649321
148,140,464,0,803,0,0.376441
123,25,157,0,821,0,0.320744
139,16,351,0,195,0,0.133048
142,3,351,0,340,0,0.133636
34,108,468,1,121,0,0.299447
194,160,38,1,116,0,0.711559
198,4,299,2,26,1,0.368702
29,169,423,1,49,1,0.469281
43,14,50,1,569,1,0.484039
49,6,8,2,145,0,0.631369
193,144,37,2,96,1,0.790246
186,7,233,0,102,0,0.182512
53,133,282,1,777,0,0.567208
126,73,397,2,658,1,0.55284
48,78,213,1,9,0,0.413462
7,41,457,2,805,1,0.405651
46,39,61,0,631,0,0.390815
15,31,315,1,68,0,0.308754
169,154,235,1,951,1,0.627468
157,12,267,0,420,1,0.187699
36,121,254,0,923,1,0.477438
113,77,350,2,123,1,0.462169
41,72,359,1,908,1,0.401622
113,72,421,0,260,1,0.213434
179,66,186,0,252,0,0.349084
175,4,11,0,636,0,0.307868
166,9,84,0,96,0,0.306895
48,118,305,0,816,0,0.396913
38,10,84,2,11,0,0.554632
32,6,384,2,127,0,0.344571
25,7,5,0,191,1,0.319955
122,97,463,1,160,1,0.333895
131,9,496,1,460,1,0.2411
176,45,202,2,16,1,0.503329
18,158,429,2,732,0,0.652893
53,35,451,2,306,0,0.356371
145,92,406,2,469,0,0.514332
136,9,316,0,887,1,0.21765
85,51,107,0,373,0,0.351966
30,55,170,2,434,0,0.580546
96,66,182,1,863,0,0.549622
34,62,491,2,789,0,0.42235
107,73,323,1,448,0,0.398193
180,73,34,2,275,1,0.6763
39,141,84,0,337,1,0.495291
23,16,435,2,125,1,0.335102
147,124,245,2,54,1,0.640032
4,143,266,0,260,0,0.416652
196,192,459,2,905,1,0.707926
154,42,294,0,9,1,0.223911
80,74,210,1,259,1,0.455823
72,8,417,1,951,1,0.301402
77,5,170,0,660,1,0.275364
79,2,463,0,824,0,0.104523
167,88,40,2,248,0,0.742494
159,8,448,0,281,1,0.089906
40,119,65,1,631,1,0.655388
35,5,235,0,991,1,0.283856
108,73,110,0,178,0,0.417153
130,22,357,1,985,0,0.349164
145,15,235,2,216,0,0.503611
62,83,377,0,439,1,0.255306
96,34,283,1,657,0,0.370761
20,76,176,2,184,1,0.561306
91,71,367,1,858,1,0.375701
137,46,155,2,982,1,0.61505
60,77,116,1,855,1,0.551459
63,3,411,2,714,1,0.359186
92,29,497,2,312,0,0.319954
173,81,270,1,155,0,0.453657
120,53,479,1,930,0,0.322364
183,63,115,1,905,1,0.538439
12,171,7,0,852,0,0.664179
169,157,440,0,493,1,0.393794
8,161,416,2,633,0,0.642872
64,56,249,0,371,0,0.2893
85,21,428,1,208,0,0.247009
47,38,436,1,217,1,0.261807
197,150,183,1,459,1,0.633061
178,19,86,0,309,0,0.314829
114,64,309,1,494,1,0.378239
90,24,446,1,277,0,0.218749
152,62,291,1,402,1,0.395675
141,11,205,0,420,0,0.284279
96,45,120,1,854,0,0.523297
165,69,149,2,1010,1,0.698698
38,127,384,2,861,0,0.64445
55,17,187,2,131,1,0.480844
3,52,255,1,147,1,0.372998
23,20,303,0,973,1,0.275148
39,16,154,1,237,0,0.401232
124,85,153,1,153,1,0.490686
171,47,361,2,787,1,0.502212
118,53,323,2,505,0,0.474004
89,29,389,0,125,0,0.083278
54,35,254,1,8,1,0.316301
20,34,10,2,410,0,0.654072
116,96,329,2,114,0,0.524374
28,88,11,2,32,1,0.705935
158,130,171,0,15,0,0.431546
81,77,371,1,68,1,0.345108
70,11,133,1,91,1,0.393334
5,65,436,0,485,0,0.172519
48,43,338,2,826,1,0.523184
2,46,452,2,788,1,0.455662
145,143,266,2,336,1,0.671086
97,48,232,2,320,0,0.521961
157,60,75,1,244,1,0.51502
113,44,450,0,338,1,0.132553
190,77,328,1,467,0,0.454705
156,34,408,1,475,1,0.26572
